"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","SE_A00002_001","SE_A00003_001","SE_A00003_002","SE_A00003_003","SE_A02002_002","SE_A02002_003","SE_A02002_004","SE_A02002_005","SE_A02002_006","SE_A02002_007","SE_A02002_008","SE_A02002_009","SE_A02002_010","SE_A02002_011","SE_A02002_012","SE_A02002_013","SE_A02002_014","SE_A02002_015","SE_A02002_016","SE_A02002_017","SE_A02002_018","SE_A02002_019","SE_A02002_020","SE_A02002_021","SE_A02002_022","SE_A02002_023","SE_A02002_024","SE_A02002_025","SE_A02002_026","SE_A02002_027","SE_C01001B_002","SE_C01001B_003","SE_C01001B_004","SE_C01001B_005","SE_C01001B_006","SE_C01001B_007","SE_C01001B_008","SE_C01001B_009","SE_C01001B_010","SE_C01001B_011","SE_C01001B_012","SE_C01001B_013","SE_C01001B_014","SE_C01001B_015","SE_C01001B_016","SE_C01001B_017","SE_C01001B_018","SE_C01001B_019","SE_C01001B_020","SE_C01001B_021","SE_C01001B_022","SE_C01001B_023","SE_A01004_001","SE_A01004_002","SE_A01004_003","SE_A10008_001","SE_A10008_002","SE_A10008_003","SE_A10008_004","SE_A10008_005","SE_A10008_006","SE_A10008_007","SE_A10008_008","SE_A10008_009","SE_A10024_001","SE_A10024_002","SE_A10024_003","SE_A10024_004","SE_A10024_005","SE_A10024_006","SE_A10024_007","SE_A10024_008","SE_A10002B_001","SE_A10002B_002","SE_A10002B_003","SE_A10002B_004","SE_A10002B_005","SE_A10002B_006","SE_A10002B_007","SE_A10002B_008","SE_A10022_001","SE_A10022_002","SE_A10022_003","SE_A10022_004","SE_A10022_005","SE_A10022_006","SE_A10022_007","SE_A10022_008","SE_A10005B_001","SE_A10005B_002","SE_A10005B_003","SE_A10005B_004","SE_A10005B_005","SE_A10005B_006","SE_A10005B_007","SE_A10005B_008","SE_A10009_001","SE_A10009_002","SE_A10009_003","SE_A10009_004","SE_A10009_005","SE_A10009_006","SE_A10009_007","SE_A10009_008","SE_A10009_009","SE_A10009_010","SE_A10009_011","SE_A10009_012","SE_A10009_013","SE_A10009_014","SE_A10009_015","SE_A10009_016","SE_A10009_017","SE_A10009_018","SE_A10009_019","SE_A10010_002","SE_A03001B_002","SE_A03001B_010","SE_A10023_002","SE_A10023_003","SE_A10020_002","SE_A10020_003","SE_A10020_004","SE_A10020_005","SE_A10020_006","SE_A10020_007","SE_A10020_008","SE_A10020_009","SE_A10020_010","SE_A01003B_002","SE_A01003B_003","SE_A01003B_004","SE_A01003B_005","SE_A01003B_006","SE_A01003B_007","SE_A01003B_008","SE_A01003B_009","SE_A01003B_010","SE_A10003_001","SE_A10003B_001","SE_A11001_002","SE_A11001_003","SE_A11001_004","SE_A11001_005","SE_A11001_006","SE_A14019_001","SE_A14016_001","SE_A14021_001","SE_A14023_001","SE_A14023_002","SE_A14023_009","SE_A10011_002","SE_A10011_003","SE_A10019_002","SE_A10019_003","SE_A10016_002","SE_A10016_003","SE_A10012_002","SE_A10012_003","SE_A10017_002","SE_A10017_003","SE_A10018_002","SE_A10018_003","SE_A10014_002","SE_A10014_003","SE_A10015_002","SE_A10015_003","SE_A10013_002","SE_A10013_003","SE_A14024_001","SE_A14026_001","SE_A14026_002","SE_A14026_003","SE_A14026_004","SE_A14026_005","SE_A14027_001","SE_A14027_002","SE_A14027_003","SE_A14027_004","SE_A14027_005","SE_A14027_006","SE_A14025_001","SE_A14025_002","SE_A14025_003","SE_A14025_004","SE_A14025_005","SE_A14025_006","SE_A14028_001","SE_A10060_001","SE_A10060_002","SE_A10060_003","SE_A10044_001","SE_A10044_002","SE_A10044_003","SE_A10032_002","SE_A10032_003","SE_A10032_004","SE_A10032_005","SE_A10032_006","SE_A10032_007","SE_A10032_008","SE_A10032_009","SE_A10032_010","SE_A10032_011","SE_A10032_012","SE_A10050_002","SE_A10050_003","SE_A10050_004","SE_A10050_005","SE_A10050_006","SE_A10050_007","SE_A10042B_002","SE_A10042B_003","SE_A10042B_004","SE_A10042B_005","SE_A10042B_006","SE_A10042B_007","SE_A10057_001","SE_A10036_001","SE_A18003_001","SE_A18004_001","SE_A18007_002","SE_A18007_003","SE_A10037_001","SE_A10037_002","SE_A10037_003","SE_A10027_002","SE_A10027_003","SE_A10027_004","SE_A10027_005","SE_A10027_006","SE_A10027_007","SE_A10027_008","SE_A10027_009","SE_A10027_010","SE_A10027_011","SE_A10027_012","SE_A10027_013","SE_A10027_014","SE_A10027_015","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A13003C_001","SE_A13003C_002","SE_A13003C_003","SE_A09001_002","SE_A09001_003","SE_A09001_004","SE_A09001_005","SE_A09001_006","SE_A09001_007","SE_A09001_008","SE_A09001_009","SE_A09002_002","SE_A09002_003","SE_A09002_004","SE_A09002_005","SE_A09002_006","SE_A09002_007","SE_A09002_008","SE_A10030_003","SE_A10030_004","SE_A10030_005","SE_A10030_006","SE_A10030_007","SE_A10054B_002","SE_A10054B_003","SE_A10054B_004","SE_A10054B_005","SE_A10054B_006","SE_A10054B_007","SE_A16002_001","SE_A16002_002","SE_A16002_003","SE_A16002_004","SE_A16002_005","SE_A16002_006","SE_A16002_007","SE_A06001_002","SE_A06001_003","SE_A06001_004","SE_A06001_005","SE_A05001_002","SE_A05001_003","SE_A05001_004","SE_A10048_001","SE_A10048_002","SE_A10048_003","id"
"69","Oxnard city",2006,26.894,2493,2211,93,155,18,3,415,357,39,1950,0.175691937424789,666333.12,295849.54,79959.78,4950,33301.52,470,152205.97,119554.01,16920,454213.44,130843.18,-0.252988367428801,0.924445918095052,-0.134813477737665,-0.134813477737665,-0.0127717609306057,0.297198764450118,3140747,1549683,6749.47150544958,36.5908239729296,25.3142782900925,11.2765456828371,85695,6679,5576,7391,4297,10391,15650,12156,10062,5948,4422,2616,507,85163,6684,6561,6659,4852,9088,11751,11439,9755,7845,5626,3785,1118,157495,145358,131308,122159,116388,113880,111697,102680,88465,75279,64154,51684,41385,31867,23654,21372,18074,16558,12801,8026,4059,1625,31.2,29.9,32.8,46443,37413,27315,10098,2897,7201,9030,4923,4107,46443,5759,12262,7972,6994,6697,4147,2612,18944,2752,3666,4380,3233,2237,1830,846,46443,23176,20317,3837,4781,11699,2859,23267,18944,10933,10188,2815,2463,4910,745,8011,46443,23750,23315,15776,7539,2004,5535,435,290,145,22693,14098,11539,2559,893,1666,8595,4633,3962,27364,11000,12672,26781,19662,2818,8306,10766,9513,3678,2477,4932,3147,806,2521,4628,5261,3186,1009,650,654,885,150,3.65,3.69,44184,65969,3262,6669,11224,3277664700,37116,493516800,3473581000,1907437000,1734597000,40003,6440,38198,8245,6692,39751,7393,39050,12075,34368,3514,42929,1574,44869,9711,36732,8806,37637,20330,23616,44738,70157,107123,174517,15866,33464,57623,85170,160747,250063,4.5,9.5,16.2999992370605,24.1000003814697,45.5999984741211,17.7000007629395,0.414000004529953,46443,27499,18944,49212,46443,2769,32997,28806,4191,1563,2917,3215,2598,1834,1670,2210,208,656,4932,11835,15456,10811,2753,656,4492,7382,4620,1344,450,1971,606000,34.2999992370605,21849100,1243,1124,26.7999992370605,31.3999996185303,8.5,328,1113,2320,1039,1236,1113,1214,2090,2147,1905,11129,6924,13519,366,48011,11209,36802,104009,13809,90200,17384,572,16812,76152,6541,31116,16824,11458,5544,2325,2344,497,21334,32650,12768,4234,2325,2344,11279,16869,10060,3870,1485,2525,6040,6666,2885,576,252,121350,10974,6255,4719,110376,97021,13355,106487,64371,23107,41264,163929,142338,21591,46443,46381,46351,893
"70","Palmdale city",2006,105.961,2462,2313,68,180,3,0,146,412,2,2114,0.0962632006498781,562952.99,425412.99,62085,597,30471.8,0,82032.32,338163,200,313551.17,157818.88,-0.017855402112104,0.903092721396273,0.144029244516653,0.144029244516653,-0.0262632006498782,0.271725281833469,1760598,620082,1366.59421833522,105.097071492223,104.960929934811,0.136141557412621,71175,7218,9522,8298,3275,5194,8698,11510,9723,4525,2082,924,206,72264,5359,6724,6984,5446,8617,7243,11223,9791,6357,3200,1212,108,130862,114616,99334,90613,85305,83385,81174,76802,69356,60861,51428,38128,26218,18614,12528,11140,7732,6785,5293,2450,1232,314,28.3,27.7,29.5,39168,32971,23699,9272,2049,7223,6197,2797,3400,39168,5050,9034,6798,9823,4896,1884,1683,10939,1755,2268,1710,2981,955,685,585,39168,22248,20174,3262,5137,11775,2074,16920,10939,6864,6060,1673,1855,2532,804,4075,39168,22569,22525,15323,7202,1533,5669,44,44,0,16599,10446,8376,2070,516,1554,6153,2753,3400,18292,3952,4179,15149,24019,1638,5529,11208,10617,3109,2630,2697,1493,247,1428,2577,2492,2406,848,525,369,253,41,3.66,3.74,34280,52606,1967,3675,6806,2619618800,26683,266729700,2738922100,1435329300,851775400,33906,5262,32758,6410,4667,34501,5126,34042,7395,31773,2425,36743,2922,36246,5556,33612,6483,32685,19095,24238,44259,69669,102028,161523,14995,33235,56599,82436,147144,216246,4.5,9.89999961853027,16.8999996185303,24.7000007629395,44,16.2000007629395,0.400000005960464,39168,28229,10939,41798,39168,2630,33099,32190,909,227,1362,1554,1040,984,1011,2443,78,139,1909,6070,16943,11445,2662,92,1909,3931,3381,1199,427,1988,373200,42,11307400,998,909,28.5,31,12.6999998092651,296,468,748,1267,1201,1032,1442,2030,1663,2121,8432,7205,11095,168,51079,12657,38422,82767,11049,71718,7732,633,7099,52440,4791,13277,5904,3743,7058,10224,7443,902,10081,12989,4660,6141,10224,7443,10611,14343,9425,1965,1256,852,6288,2806,826,118,49,90544,8462,6471,1991,82082,76341,5741,109339,34100,14188,19912,140103,111762,28341,39168,39020,39168,902
"71","Pasadena city",2006,22.97,13985,11252,1156,1079,47,13,4262,2043,95,9183,0.167179120486235,14529975.55,4683734.83,1852189.13,20605,301674.66,2193.28,4837006.31,2705744.4,150925,9494129.69,3024484.25,-0.416976760815159,0.871723834731764,-0.255992134429746,-0.255992134429746,-0.056965319985699,0.356744874692385,1275264,523312,6245.84140921224,23.1723289837636,23.0976085603485,0.0747204234150892,70995,5023,3006,4195,2947,8813,12925,9841,9724,6670,4187,2825,839,73269,4530,4668,3651,2593,6727,11223,12019,9462,7872,5645,3236,1643,134711,127037,119191,113651,109451,107649,105804,98111,86044,73963,63355,52103,42339,32917,23301,21282,18375,16586,13614,8543,5072,2482,35.7,33.7,37.9,54247,29764,21395,8369,2678,5691,24483,10927,13556,54247,19443,15099,8877,5233,3042,1521,1032,29179,12465,7599,4582,2228,1025,644,636,54247,14920,13676,3335,2492,7849,1244,39327,29179,7059,6530,1749,1000,3781,529,22120,54247,15125,15125,10455,4670,990,3680,0,0,0,39122,14639,10940,3699,1688,2011,24483,10927,13556,31734,14872,9527,13873,40374,3244,9850,11446,11364,5239,2888,5822,3410,984,3162,7981,4802,5756,2119,958,2881,1102,418,2.58,2.39,47463,48667,3153,7526,12382,4801422800,40838,1471784000,5042451900,3396422500,947872900,44266,9981,41195,13052,9145,45102,14245,40002,11874,42373,3141,51106,1146,53101,6549,47698,5294,48953,34953,21277,46375,75594,123641,255106,12493,33508,59792,97030,239728,444207,2.79999995231628,7.59999990463257,13.5,21.8999996185303,54.2000007629395,25.1000003814697,0.508000016212463,54247,25068,29179,57580,54247,3333,28882,25559,3323,1421,4229,5354,6643,6101,4765,116,69,1104,15388,18255,13719,4293,1488,1038,14098,10753,2640,203,447,1956,677900,30.7000007629395,32264100,1270,1072,24.7999992370605,28.1000003814697,10,0,361,1474,2038,1421,2435,1277,1796,3133,4356,13365,6647,15019,925,30266,5589,24677,93350,11923,81427,17154,1229,15925,67955,8235,21507,12353,10426,8801,5572,1061,1757,17740,22598,13517,5710,5572,1061,22866,17309,6124,1667,577,4701,16038,6826,1096,381,137,113593,5767,2040,3727,107826,93178,14648,106554,37710,16450,21260,138667,110916,27751,54247,54187,54119,913
"72","Pleasanton city",2006,24.113,6720,5190,664,617,49,10,1231,959,10,5107,0.163839285714286,4505286.35,1234647.57,1042694.31,7871,345268.97,9419,1342085.04,1123174.4,4625,3116751.98,863371.49,-0.13960119047619,0.805179886533778,-0.0962127976190476,-0.0962127976190476,-0.0196383928571429,0.372987564626193,1012310,684961,3392.48943178343,21.8308590618953,21.6652111901677,0.165647871727591,36395,3045,3079,3664,2178,1834,3548,7193,5408,4104,1451,652,239,37104,2277,2908,3420,1841,2141,3168,7618,5556,4253,1646,1341,935,68177,62190,55106,51087,49801,49194,48575,47112,45089,40396,34544,25585,19227,14621,9774,7664,6264,5512,4554,3167,2298,1174,38,36,39.7,25562,18973,15500,3473,976,2497,6589,3367,3222,25562,4994,8362,4770,4583,1811,802,240,7697,2535,2387,1516,558,368,201,132,25562,11748,11121,1863,2564,6694,627,13814,7697,2701,2653,431,774,1448,48,4996,25562,11854,11748,9179,2569,570,1999,106,106,0,13708,7225,6321,904,406,498,6483,3261,3222,18957,5011,1166,2325,23237,801,2482,7807,6791,2261,1800,2138,1167,315,638,1318,2540,1553,396,167,460,407,218,2.83,2.49,12544,32409,735,3347,6071,3122366500,68975,550387800,3182762700,2292132800,266843200,22464,3098,21729,3833,4286,21276,11928,13634,4086,21476,206,25356,145,25417,4544,21018,2607,22955,43303,50242,85109,125766,179155,277586,28788,66765,107314,149822,258054,380121,4.69999980926514,10.8999996185303,17.6000003814697,24.5,42.2999992370605,15.6000003814697,0.377999991178513,25562,17865,7697,26141,25562,579,19198,17047,2151,308,1297,1651,1798,406,1150,333,0,43,2037,5481,7536,8497,1968,43,1658,3885,1753,358,0,1982,829200,24.3999996185303,10708200,1464,1412,25.3999996185303,28.1000003814697,10,0,165,253,815,656,160,617,483,519,270,4945,3495,12732,452,22307,456,21851,44823,961,43862,6264,585,5679,32941,4963,9214,4457,4391,6358,2594,964,1142,8378,9114,6833,3916,2594,964,6251,11659,4976,1272,826,417,3093,3335,728,124,0,51087,5022,3136,1886,46065,41687,4378,58094,15405,8603,6802,69693,43472,26221,25562,25504,25562,951
"73","Pomona city",2006,22.952,3704,3184,250,204,4,5,322,258,13,3263,0.08585313174946,901791.13,211672.57,361638.27,745,20268.57,408,235446.78,183492,18660,593971.35,181671.52,-0.150512958963283,0.684574616027357,-0.0457802375809935,-0.0457802375809935,-0.0218574514038877,0.206264580485688,971055,346833,6700.10908996428,22.8402251284562,22.8402251284562,0,75136,6643,5596,6484,3265,9389,13767,12444,7761,5759,2243,1357,428,77896,9140,7804,5410,4629,9068,9101,11168,9287,5771,3321,1946,1251,137249,123849,111955,104061,99371,96501,93566,85604,72082,62736,50093,39124,30022,22076,15092,12882,10546,9607,7657,4982,2849,1679,27.9,28.1,27.6,37014,29417,18252,11165,3488,7677,7597,3990,3607,37014,5465,6716,6715,7283,5146,2816,2873,14623,2251,1891,2696,3339,2110,1377,959,37014,20499,17332,3487,5587,8258,3167,16515,14623,9475,8326,2286,2931,3109,1149,5148,37014,20777,20777,12460,8317,2324,5993,0,0,0,16237,8640,5792,2848,1164,1684,7597,3990,3607,15054,4793,9279,21535,15479,2499,7404,9488,8363,2542,2282,2417,1322,697,2004,4813,4039,2021,425,709,320,150,142,4.04,4.18,46479,50438,3758,4645,6635,2065989800,31071,321394700,2277210200,918066800,1333429300,32248,4766,31413,5601,4717,32297,4997,32017,6666,30348,1647,35367,1894,35120,3839,33175,5110,31904,14881,21250,40149,56118,82310,129008,12001,30839,47292,68087,120862,183346,4.30000019073486,11.1000003814697,16.8999996185303,24.3999996185303,43.2999992370605,16.3999996185303,0.391000002622604,37014,22391,14623,39094,37014,2080,26540,23159,3381,706,2653,2206,2131,1555,1116,2187,0,741,5997,9966,14150,5752,408,654,5137,6169,1821,810,32,1967,416000,37.4000015258789,14507700,1034,906,32,34.9000015258789,13.6000003814697,0,425,960,846,1088,1307,1648,2119,3334,2352,10107,4992,7476,360,48410,10532,37878,93284,14077,79207,9524,729,8795,62171,4476,20653,10305,11721,7557,5772,1687,556,14826,20052,14009,5269,5772,1687,9914,13002,7930,1978,813,3005,4892,4581,1707,253,185,103887,5100,3226,1874,98787,90115,8672,95216,57816,18818,38998,146559,131075,15484,37014,36905,36921,958
"74","Rancho Cucamonga city",2006,39.851,9370,7687,410,665,5,49,778,1125,32,7996,0.101600853788687,5444919.34,1134912.92,1130181.11,796,-100062.67,1336.7,1034035.48,1838034.85,36949,3126141.2,1332853.86,-0.0794300960512273,0.68125426293473,-0.0087726787620064,-0.0087726787620064,-0.0141419423692636,0.294987757102396,1362489,694841,4219.55996997884,37.4576422747905,37.4460846922843,0.0115575825061738,81023,7137,6317,7797,3830,7923,12969,13985,11643,5516,2384,1277,245,76983,3702,5652,6599,4797,6619,13571,13330,10423,6475,3222,2072,521,147167,135198,120802,112175,108438,106332,104121,97633,85707,71093,57161,43778,31644,21712,14222,12762,9721,7958,6010,4115,2220,766,32.5,31.6,33.5,49796,37404,28905,8499,2147,6352,12392,5977,6415,49796,9965,12610,9772,9256,4909,2357,927,15291,5207,3902,2672,1736,1067,355,352,49796,23048,21430,3025,5694,12711,1618,26748,15291,5449,5377,1278,1735,2364,72,9842,49796,23286,23048,17089,5959,1611,4348,238,81,157,26510,14356,11816,2540,536,2004,12154,5896,6258,33879,9823,4029,12543,37253,1660,9948,13611,12801,4219,2448,3071,1588,450,1386,5076,3177,3430,770,465,576,342,69,3.11,2.55,39335,62787,3619,4095,10966,4528418600,50131,728019000,4736881700,3291675400,1209548700,45497,4299,43637,6159,7430,42366,10446,39350,8506,41290,1856,47940,895,48901,5699,44097,6106,43690,29979,40085,63212,88861,123909,200746,23244,52647,75463,103903,199440,342856,5.09999990463257,11.6000003814697,16.6000003814697,22.8999996185303,43.9000015258789,18.8999996185303,0.384999990463257,49796,34505,15291,52965,49796,3169,37295,34701,2594,209,2123,4643,2100,1056,4192,1347,0,342,4896,10174,15534,15417,3433,342,4691,6765,2473,1020,0,1985,524300,31.8999996185303,20120800,1428,1239,28.3999996185303,30,12.8000001907349,0,366,494,758,936,574,896,963,1958,1832,10278,11264,19116,361,45644,1990,43654,99276,3883,95393,9721,548,9173,74416,8042,25137,13466,8395,7216,7992,4168,1315,19034,26296,11602,4009,7992,4168,11328,22537,9869,3886,967,864,6598,6172,1358,252,47,111861,8509,6507,2002,103352,95633,7719,136273,21733,13227,8506,147622,112172,35450,49796,49750,49675,978
"75","Redding city",2006,59.647,2485,2123,192,215,5,2,214,704,1,1914,0.173440643863179,719288.56,468724.16,135464.91,1050,78519.23,310,68854.64,410170.02,3200,391973.92,217261.97,0.144724346076459,0.970782702993814,0.180016096579477,0.180016096579477,-0.030579476861167,0.283003193248088,1561258,1030858,1523.17854149035,59.634048497522,58.4383232663626,1.19572523115937,42758,2376,2977,2346,2048,5345,5907,6188,5099,4572,3188,1981,731,46254,2753,3315,2441,1632,3868,6946,6133,6264,4883,3563,3192,1264,83883,77591,72804,69124,66484,64481,63522,59911,51450,47058,41977,34737,29427,23374,17499,16013,13919,12708,11373,7168,4456,1995,37.2,35.7,38.6,34519,22787,15877,6910,1441,5469,11732,4742,6990,34519,9323,12904,5395,4393,2119,207,178,14389,5089,3810,1901,2111,1353,125,0,34519,11854,11295,2223,2173,6899,559,22665,14389,5850,5622,1156,1138,3328,228,8539,34519,12037,11854,6185,5669,1006,4663,183,0,183,22482,10933,9692,1241,435,806,11549,4742,6807,30955,12430,888,1733,32786,2641,5373,7110,6118,3007,2029,3776,3291,1174,2347,4005,3510,1989,956,338,475,592,177,2.5,2.5,21003,34375,1941,4152,11333,1957371100,27068,410787300,2036471100,1816545100,89524900,25677,8842,23914,10605,4764,29755,9200,25319,10901,23618,2221,32298,1840,32679,7187,27332,7227,27292,22879,16156,33154,51335,78666,147125,9487,24881,42124,64226,142803,255961,3.40000009536743,8.80000019073486,14.8999996185303,22.6000003814697,50.4000015258789,22.6000003814697,0.467000007629395,34519,20130,14389,37094,34519,2575,25100,23433,1667,659,3145,1696,1007,1179,1863,2445,0,0,3382,9919,16790,4161,267,0,3022,6796,4249,322,0,1981,285800,33.7999992370605,11411700,756,825,22.3999996185303,27.1000003814697,12.6000003814697,270,1384,1050,2317,2228,2687,3787,2089,3028,1671,7404,2922,3482,200,19234,6138,13096,53234,11506,41728,13361,702,12659,35080,8233,18459,4486,1214,1175,528,985,1191,18538,11449,1723,666,528,985,10810,14446,4280,1701,868,1749,6429,4925,692,409,185,68829,8417,4200,4217,60412,50710,9702,85656,3356,1957,1399,81594,55454,26140,34519,34519,34436,989
"76","Redlands city",2006,36.126,3058,2765,65,271,3,40,405,685,13,2389,0.174623937213865,1268100.99,460280.29,177434.62,362.22,42256.56,2209,125918.08,819054.34,6500,830004.07,261811.21,-0.0463963374754742,0.967226117138351,0.0684336167429693,0.0684336167429693,-0.0438260300850229,0.320824112310127,1398041,733912,2074.51716433107,35.7329501140546,35.4651199156135,0.267830198441074,33572,2702,2316,3910,1823,3448,4515,4533,4863,3000,1380,836,246,40001,2086,1280,2841,2411,4631,5614,6501,5764,4033,1624,1709,1507,68785,65189,58438,54204,50998,50237,49096,46125,40108,35996,30283,24962,19462,14335,10565,9346,7302,6453,5772,4298,3115,1753,33.8,29.6,37.2,25909,17286,12719,4567,1054,3513,8623,3055,5568,25909,6547,8215,3848,3760,2614,925,0,9248,3260,2776,1423,957,779,53,0,25909,10117,9406,1991,1162,6253,711,15792,9248,3324,3127,542,347,2238,197,5924,25909,10636,10117,6834,3283,705,2578,519,447,72,15273,7169,5885,1284,349,935,8104,2608,5496,20918,6309,2090,4519,21390,1122,4493,5771,6760,1898,1862,1888,1360,755,906,3086,1881,1775,263,399,202,414,322,2.73,2.33,19705,28098,1185,3059,6391,2077292800,43257,483634300,2139029100,1756985500,396390100,22504,3405,21731,4178,4212,21697,6279,19630,5382,20527,899,25010,997,24912,4118,21791,4150,21759,29074,31091,52388,79584,110410,203924,17470,41979,64798,93305,183331,296435,4.40000009536743,10.5,16.2000007629395,23.2999992370605,45.7000007629395,18.5,0.41100001335144,25909,16661,9248,27078,25909,1169,19346,18335,1011,727,2858,1369,853,558,783,584,0,69,3213,6701,8425,6176,1325,69,2984,4215,1556,424,0,1975,435700,33.7000007629395,10104500,1089,1121,24.6000003814697,27,9.69999980926514,0,331,788,776,706,462,830,1279,1358,1578,5506,5205,6928,162,18559,1665,16894,45195,3139,42056,6816,507,6309,31996,5832,10724,6094,3634,3290,1168,1254,761,9918,11971,4265,2659,1168,1254,8759,9519,4958,954,746,805,5167,2444,832,0,0,54130,4735,3078,1657,49395,43750,5645,66172,7401,4247,3154,69751,46718,23033,25909,25909,25639,990
"77","Redondo Beach city",2006,6.198,4823,4514,145,696,20,1,866,434,9,3885,0.147625958946714,3523175.16,1410000.97,2009388.82,4435,174482.6,10540.25,655248.23,452102.5,4003,2831523,344582.58,-0.267028820236367,0.818468834150018,-0.136645241550902,-0.136645241550902,-0.0308355795148248,0.300194784205578,489056,192048,10141.2978662076,6.4268251435914,6.28499437063029,0.14183077296111,29898,1075,1657,942,1356,1032,5380,6482,5429,3107,2303,1020,115,33840,1526,1702,2106,1088,1135,5982,7101,5252,4128,1873,918,1029,61137,57778,54730,52286,51564,51285,51210,50119,45278,38757,32409,25174,20167,14493,8895,7970,7258,6525,5054,3082,1864,1144,40.3,41,39.4,29171,15283,11868,3415,624,2791,13888,6887,7001,29171,10708,10513,4359,3015,330,59,187,14740,7277,4163,1667,1462,171,0,0,29171,6740,6684,1694,822,4168,56,22431,14740,2803,2747,462,247,2038,56,11937,29171,6740,6740,4906,1834,284,1550,0,0,0,22431,8543,6962,1581,340,1241,13888,6887,7001,24618,12535,2005,2998,26173,298,5528,7407,6034,3817,924,2865,1456,842,298,3941,4983,1993,1282,0,1173,600,470,2.18,2,17925,24504,1491,2349,8461,2908556300,62361,1051914000,3003258200,2388784200,220618200,25409,3762,24163,5008,4562,24609,11481,17690,6791,22380,565,28606,293,28878,3841,25330,2877,26294,47119,38438,66953,100853,151449,253301,16927,53790,83137,123826,220857,323771,3.40000009536743,10.8000001907349,16.7000007629395,24.7999992370605,44.2999992370605,16.2000007629395,0.407999992370605,29171,14431,14740,30478,29171,1307,16125,11956,4169,1468,3065,2428,2358,2479,2117,293,145,469,5693,9673,9022,3816,498,402,4812,6768,2300,398,60,1971,794900,26,19486500,1455,1257,25.7999992370605,27.7000007629395,9.5,62,209,550,522,723,666,741,468,335,1188,8086,4571,10518,532,11452,818,10634,45028,2480,42548,7258,242,7016,37592,3127,12509,7988,4852,4774,3724,618,753,7939,14932,5748,3878,3724,618,10523,12486,3814,615,96,1279,7211,4881,1206,115,48,52073,4143,2044,2099,47930,42771,5159,54740,8998,5118,3880,59191,37039,22152,29171,28987,29002,991
"78","Redwood City city",2006,19.42,3409,2839,243,447,34,3,909,448,7,2436,0.160457612202992,2214528.05,1563503.92,224686.04,4430,100754.29,13,789492.88,397580.62,1644,1594071.76,417482.15,-0.456127896743913,0.94032247868448,-0.192566735112936,-0.192566735112936,-0.0313552361396304,0.323938107572814,1012471,607457,4010.90210550362,34.564403001095,19.4774137949674,15.0869892061276,38993,2861,2695,2313,2389,4241,5272,6770,6296,2265,2115,1284,492,39129,3302,2443,2442,1239,3330,4897,6608,5416,4342,1804,2315,991,71959,66821,62066,58438,56348,55519,55153,50867,45963,40698,34145,27320,19760,15608,11360,10182,9001,8211,6676,5082,3190,1483,36.3,34.6,37.9,27582,17167,12920,4247,1167,3080,10415,4858,5557,27582,8263,8087,4397,3793,2051,470,521,13385,4697,3150,2409,1377,1212,188,352,27582,9764,9000,2071,2137,4792,764,17818,13385,5114,4450,1163,1195,2092,664,8271,27582,9806,9764,7114,2650,658,1992,42,0,42,17776,7403,5806,1597,509,1088,10373,4858,5515,21679,10215,5127,7215,20367,534,3598,7094,6896,2678,1523,2486,2271,502,534,2834,4279,2658,840,792,690,542,216,2.72,2.71,22378,27539,2005,3241,6903,2668017200,47401,735411700,2796309700,2194265800,458692200,23259,4323,21488,6094,5251,22331,8815,18767,6385,21197,1618,25964,130,27452,3227,24355,2586,24996,35794,29756,53720,89647,133496,262815,18506,42329,71213,108681,242923,430177,3.79999995231628,8.80000019073486,14.6999998092651,22.5,50.2000007629395,22.2000007629395,0.460999995470047,27582,14197,13385,29870,27582,2288,18269,13541,4728,1179,922,2657,3209,1432,1286,523,393,1435,4280,9206,7945,3852,864,1210,4116,5757,1661,497,144,1962,801900,29,17434400,1321,1359,25.2000007629395,28.3999996185303,12.1999998092651,169,372,839,879,700,603,921,1096,673,2000,5353,4243,9335,399,19402,1659,17743,47167,3568,43599,8882,838,8044,35301,4028,12180,7462,7559,2685,1181,206,302,9741,13627,8938,1306,1181,206,10292,11187,2886,1184,318,1462,6571,4593,628,131,0,58438,3118,1328,1790,55320,48109,7211,55577,22545,8123,14422,74608,58368,16240,27582,27535,27582,993
